Application_Name,Date,Volume_B2B_Miilon,Value_B2B_Cr,Volume_B2C_Million,Value_B2C_Cr,Volume_Milllion,Value_Cr,Volume_Customer_Million,Value_Customer_Cr
Canara Bank App,01-07-2024 00:00,0,0,0,0,3.04,834.74,3.04,834.74
Canara Bank App,01-08-2024 00:00,0,0,0,0,3.1,810.75,3.1,810.75
Canara Bank App,01-09-2024 00:00,0,0,0,0,3.04,799.52,3.04,799.52
Canara Bank App,01-10-2024 00:00,0,0,0,0,3.27,898.89,3.27,898.89
Canara Bank App,01-11-2024 00:00,0,0,0,0,3.01,802.16,3.01,802.16
CBDC,01-11-2023 00:00,0.01,0.46,0,0,0.22,8.95,0.2,8.49
CBDC,01-12-2023 00:00,0.05,0.8,0,0,0.77,25.91,0.72,25.12
CBDC,01-01-2024 00:00,0.07,1.63,0,0,0.88,48.08,0.8,46.45
CBDC,01-02-2024 00:00,0.1,2.67,0,0,0.94,64.13,0.83,61.46
Central Bank of India App,01-01-2022 00:00,0,0,0,0,0.13,47.33,0.13,47.33
Central Bank of India App,01-02-2022 00:00,0,0,0,0,0.12,45.26,0.12,45.26
Central Bank of India App,01-03-2022 00:00,0,0,0,0,0.14,50.67,0.14,50.67
Central Bank of India App,01-04-2022 00:00,0,0,0,0,0.13,51.04,0.13,51.04
Central Bank of India App,01-05-2022 00:00,0,0,0,0,0.15,55.4,0.15,55.4
Central Bank of India App,01-06-2022 00:00,0,0,0,0,0.15,54.06,0.15,54.06
Central Bank of India App,01-07-2022 00:00,0,0,0,0,0.22,58.37,0.22,58.37
Central Bank of India App,01-08-2022 00:00,0,0.01,0,0,0.24,64.59,0.24,64.59
Central Bank of India App,01-09-2022 00:00,0,0.01,0,0,0.28,68.38,0.28,68.37
Central Bank of India App,01-10-2022 00:00,0,0.02,0,0,0.3,71.66,0.3,71.64
Central Bank of India App,01-11-2022 00:00,0,0.02,0,0,0.27,63.31,0.27,63.29
Central Bank of India App,01-12-2022 00:00,0,0.05,0,0,0.26,60.32,0.26,60.28
Central Bank of India App,01-01-2023 00:00,0,0.02,0,0,0.31,68.68,0.31,68.65
Central Bank of India App,01-02-2023 00:00,0,0.1,0,0,0.32,72.15,0.32,72.05
Central Bank of India App,01-03-2023 00:00,0,0.09,0,0,0.36,83.56,0.36,83.48
Central Bank of India App,01-04-2023 00:00,0,0.08,0,0,0.41,91.27,0.41,91.19
Central Bank of India App,01-05-2023 00:00,0,0,0,0,0.43,95.58,0.43,95.52
Central Bank of India App,01-06-2023 00:00,0,0.1,0,0,0.44,97.6,0.4,97.4
Central Bank of India App,01-07-2023 00:00,0,0.23,0,0,0.44,97.75,0.44,97.52
Central Bank of India App,01-08-2023 00:00,0,0.29,0,0,0.45,96.41,0.45,96.12
Central Bank of India App,01-09-2023 00:00,0,0.38,0,0,0.4,95.22,0.4,94.84
Central Bank of India App,01-10-2023 00:00,0,0.24,0,0,0.52,114.94,0.52,114.69
Central Bank of India App,01-11-2023 00:00,0,0.27,0,0,0.51,117.44,0.51,117.17
Central Bank of India App,01-12-2023 00:00,0,0,0,0,0.58,136.84,0.58,136.84
Central Bank of India App,01-01-2024 00:00,0,0,0,0,0.63,150.41,0.63,150.41
Central Bank of India App,01-02-2024 00:00,0,0,0,0,0.72,165.64,0.72,165.64
Central Bank of India App,01-03-2024 00:00,0,0,0,0,1.06,197.17,1.06,197.17
Central Bank of India App,01-04-2024 00:00,0,0,0,0,0.89,204.45,0.89,204.45
Central Bank of India App,01-05-2024 00:00,0,0,0,0,0.95,213.29,0.95,213.29
Central Bank of India App,01-06-2024 00:00,0,0,0,0,0.83,188.63,0.83,188.63
Central Bank of India App,01-07-2024 00:00,0,0,0,0,0.83,180.98,0.83,180.98
Central Bank of India App,01-08-2024 00:00,0,0,0,0,0.85,173.27,0.85,173.27
Central Bank of India App,01-09-2024 00:00,0,0,0,0,0.97,189.93,0.97,189.93
Central Bank of India App,01-10-2024 00:00,0,0,0,0,1.11,219.02,1.11,219.02
Central Bank of India App,01-11-2024 00:00,0,0,0,0,1.06,197.17,1.06,197.17
Cheq,01-02-2024 00:00,0,0,0,0,0.02,1.54,0.02,1.54
Cheq,01-03-2024 00:00,0,0,0,0,0.03,1.84,0.03,1.84
Cheq,01-04-2024 00:00,0,0,0,0,0.01,1.13,0.01,1.13
Cheq,01-10-2024 00:00,0,0,0,0,0.02,1.62,0.02,1.62
Cheq,01-11-2024 00:00,0,0,0,0,0.03,1.84,0.03,1.84
Citi Bank App,01-01-2022 00:00,0,0,0,0,0.09,77.8,0.09,77.8
Citi Bank App,01-02-2022 00:00,0,0,0,0,0.08,69.22,0.08,69.22
Citi Bank App,01-03-2022 00:00,0,0,0,0,0.11,68.41,0.11,68.41
Citi Bank App,01-04-2022 00:00,0,0,0,0,0.08,66.03,0.08,66.03
Citi Bank App,01-05-2022 00:00,0,0,0,0,0.13,78.71,0.13,78.71
Citi Bank App,01-06-2022 00:00,0,0,0,0,0.13,63.54,0.13,63.54
Citi Bank App,01-07-2022 00:00,0,0,0,0,0.11,63.66,0.11,63.66
Citi Bank App,01-08-2022 00:00,0,0,0,0,0.11,63.08,0.11,63.08
Citi Bank App,01-09-2022 00:00,0,0,0,0,0.1,67,0.1,67
Citi Bank App,01-10-2022 00:00,0,0,0,0,0.09,66.83,0.09,66.83
Citi Bank App,01-11-2022 00:00,0,0,0,0,0.13,60.76,0.13,60.76
Citi Bank App,01-12-2022 00:00,0,0,0,0,0.09,68.38,0.09,68.38
Citi Bank App,01-01-2023 00:00,0,0,0,0,0.12,71.81,0.12,71.81
Citi Bank App,01-02-2023 00:00,0,0,0,0,0.08,59.37,0.08,59.37
Citi Bank App,01-03-2023 00:00,0,0.01,0,0,0.12,67.55,0.12,67.55
Citi Bank App,01-04-2023 00:00,0,0,0,0,0.1,58.17,0.1,58.17
Citi Bank App,01-05-2023 00:00,0,0,0,0,0.09,55.38,0.09,55.38
Citi Bank App,01-06-2023 00:00,0,0,0,0,0.07,54.2,0.1,54.2
Citi Bank App,01-07-2023 00:00,0,0,0,0,0.07,61.36,0.07,61.36
Citi Bank App,01-08-2023 00:00,0,0,0,0,0.08,58.11,0.08,58.11
Citi Bank App,01-09-2023 00:00,0,0,0,0,0.08,61.34,0.08,61.34
Citi Bank App,01-10-2023 00:00,0,0,0,0,0.08,66.07,0.08,66.07
Citi Bank App,01-11-2023 00:00,0,0,0,0,0.07,60.24,0.07,60.24
Citi Bank App,01-12-2023 00:00,0,0,0,0,0.07,70.44,0.07,70.44
Citi Bank App,01-01-2024 00:00,0,0,0,0,0.08,79.39,0.08,79.39
Citi Bank App,01-02-2024 00:00,0,0,0,0,0.07,70.14,0.07,70.14
Citi Bank App,01-04-2024 00:00,0,0.01,0,0,0.06,69.19,0.06,69.18
Citi Bank App,01-05-2024 00:00,0,0.05,0,0,0.08,66.74,0.08,66.69
Citi Bank App,01-06-2024 00:00,0,0.3,0,0,0.07,70.51,0.06,70.21
Citi Bank App,01-07-2024 00:00,0.01,0.59,0,0,0.07,34.54,0.06,33.95
Citi Bank App,01-09-2024 00:00,0,0.17,0,0,0.03,1.93,0.03,1.76
City Union Bank App,01-01-2022 00:00,0,0,0,0,0.02,4.92,0.02,4.92
City Union Bank App,01-02-2022 00:00,0,0,0,0,0.02,5.49,0.02,5.49
City Union Bank App,01-03-2022 00:00,0,0,0,0,0.03,7.3,0.03,7.3
City Union Bank App,01-04-2022 00:00,0,0,0,0,0.03,8.41,0.03,8.41
City Union Bank App,01-05-2022 00:00,0,0,0,0,0.03,10.06,0.03,10.06
City Union Bank App,01-06-2022 00:00,0,0,0,0,0.03,8.72,0.03,8.72
City Union Bank App,01-07-2022 00:00,0,0,0,0,0.03,10.19,0.03,10.19
City Union Bank App,01-08-2022 00:00,0,0,0,0,0.04,11.45,0.04,11.45
City Union Bank App,01-09-2022 00:00,0,0,0,0,0.04,12.45,0.04,12.45
City Union Bank App,01-10-2022 00:00,0,0,0,0,0.04,12.85,0.04,12.85
City Union Bank App,01-11-2022 00:00,0,0,0,0,0.04,12.58,0.04,12.58
City Union Bank App,01-12-2022 00:00,0,0,0,0,0.05,14.38,0.05,14.38
City Union Bank App,01-01-2023 00:00,0,0,0,0,0.05,15.51,0.05,15.51
City Union Bank App,01-02-2023 00:00,0,0,0,0,0.06,15.94,0.06,15.94
City Union Bank App,01-03-2023 00:00,0,0,0,0,0.06,18.93,0.06,18.93
City Union Bank App,01-04-2023 00:00,0,0,0,0,0.06,18.31,0.06,18.31
City Union Bank App,01-05-2023 00:00,0,0,0,0,0.06,20.02,0.06,20.02
City Union Bank App,01-06-2023 00:00,0,0,0,0,0.06,18.3,0.1,18.3
City Union Bank App,01-07-2023 00:00,0,0,0,0,0.07,20.96,0.07,20.96
City Union Bank App,01-08-2023 00:00,0,0,0,0,0.07,19.79,0.07,19.79
City Union Bank App,01-09-2023 00:00,0,0,0,0,0.07,20.6,0.07,20.6
City Union Bank App,01-10-2023 00:00,0,0,0,0,0.07,21.55,0.07,21.55
City Union Bank App,01-11-2023 00:00,0,0,0,0,0.07,22.07,0.07,22.07
City Union Bank App,01-12-2023 00:00,0,0,0,0,0.07,22.76,0.07,22.76
City Union Bank App,01-01-2024 00:00,0,0,0,0,0.08,25.49,0.08,25.49
City Union Bank App,01-02-2024 00:00,0,0,0,0,0.08,24.75,0.08,24.75
City Union Bank App,01-03-2024 00:00,0,0,0,0,0.07,26.24,0.07,26.24
City Union Bank App,01-04-2024 00:00,0,0,0,0,0.08,26.6,0.08,26.6
City Union Bank App,01-05-2024 00:00,0,0,0,0,0.08,28.77,0.08,28.77
City Union Bank App,01-06-2024 00:00,0,0,0,0,0.08,28.66,0.08,28.66
City Union Bank App,01-07-2024 00:00,0,0,0,0,0.08,28.82,0.08,28.82
City Union Bank App,01-08-2024 00:00,0,0,0,0,0.08,29.36,0.08,29.36
City Union Bank App,01-09-2024 00:00,0,0,0,0,0.07,27.34,0.07,27.34
City Union Bank App,01-10-2024 00:00,0,0,0,0,0.08,29.97,0.08,29.97
City Union Bank App,01-11-2024 00:00,0,0,0,0,0.07,26.24,0.07,26.24
Cointab,01-01-2022 00:00,0,0,0,0,1.21,179.22,1.21,179.22
Cointab,01-02-2022 00:00,0,0,0,0,1.73,280.57,1.73,280.57
Cointab,01-03-2022 00:00,0,0,0,0,0.08,33.22,0.08,33.22
Cointab,01-04-2022 00:00,0,0,0,0,0.07,28.5,0.07,28.5
Cointab,01-05-2022 00:00,0,0,0,0,0.06,23.77,0.06,23.77
Cointab,01-06-2022 00:00,0,0,0,0,0.06,23.99,0.06,23.99
Cointab,01-07-2022 00:00,0,0,0,0,0.07,27.3,0.07,27.3
Cointab,01-08-2022 00:00,0,0,0,0,0.06,24.98,0.06,24.98
Cointab,01-09-2022 00:00,0,0,0,0,0.04,19.35,0.04,19.35
Cointab,01-10-2022 00:00,0,0,0,0,0.03,11.67,0.03,11.67
Cointab,01-11-2022 00:00,0,0,0,0,0.03,13.87,0.03,13.87
Cointab,01-12-2022 00:00,0,0,0,0,0.05,18.98,0.05,18.98
Cointab,01-01-2023 00:00,0,0,0,0,0.05,21.16,0.05,21.16
Cointab,01-02-2023 00:00,0,0,0,0,0.04,16.4,0.04,16.4
Cointab,01-03-2023 00:00,0,0,0,0,0.04,19.07,0.04,19.07
Cointab,01-04-2023 00:00,0,0,0,0,0.02,10.61,0.02,10.61
Cointab,01-05-2023 00:00,0,0,0,0,0.01,4.24,0.01,4.24
Cred,01-01-2022 00:00,0,0,0,0,10.68,14189.86,10.68,14189.86
Cred,01-02-2022 00:00,0,0,0,0,10.08,13364.09,10.08,13364.09
Cred,01-03-2022 00:00,0,0,0,0,12.11,16136.11,12.11,16136.11
Cred,01-04-2022 00:00,0,0,0,0,13.05,16372.92,13.05,16372.92
Cred,01-05-2022 00:00,0,0,0,0,13.89,18174.61,13.89,18174.61
Cred,01-06-2022 00:00,0,0,0,0,13.4,17583.25,13.4,17583.25
Cred,01-07-2022 00:00,0,0,0,0,14.89,19716.43,14.89,19716.43
Cred,01-08-2022 00:00,0,0,0,0,14.81,19084.3,14.81,19084.3
Cred,01-09-2022 00:00,0,0,0,0,14.96,19237.92,14.96,19237.92
Cred,01-10-2022 00:00,0,0,0,0,21.28,20259.7,21.28,20259.7
Cred,01-11-2022 00:00,0,0,0,0,25.63,18599.72,25.63,18599.72
Cred,01-12-2022 00:00,0,0,0,0,31.42,19622.29,31.42,19622.29
Cred,01-01-2023 00:00,0,0,0,0,35.18,19106.82,35.18,19106.82
Cred,01-02-2023 00:00,0,0,0,0,36.57,17902.2,36.57,17902.2
Cred,01-03-2023 00:00,0,0,0,0,42.84,21056.31,42.84,21056.31
Cred,01-04-2023 00:00,0,0,0,0,45.7,20729.56,45.7,20729.56
Cred,01-05-2023 00:00,0,0,0,0,61.04,23426.74,61.04,23426.74
Cred,01-06-2023 00:00,0,0,0,0,73.93,26431.8,73.9,26431.8
Cred,01-07-2023 00:00,0,0,0,0,80.34,30999.71,80.34,30999.71
Cred,01-08-2023 00:00,0,0,0,0,85.13,31926.2,85.13,31926.2
Cred,01-09-2023 00:00,0,0,0,0,86.5,31558.2,86.5,31558.2
Cred,01-10-2023 00:00,0,0,0,0,94.52,34691.49,94.52,34691.49
Cred,01-11-2023 00:00,0,0,0,0,93.31,34541.32,93.31,34541.32
Cred,01-12-2023 00:00,0,0,0,0,105.31,37293.27,105.31,37293.27
Cred,01-01-2024 00:00,0,0,0,0,108.86,38229.82,108.86,38229.82
Cred,01-02-2024 00:00,0,0,0,0,111.53,38649.61,111.53,38649.61
Cred,01-03-2024 00:00,0,0,0,0,138.24,50560.48,138.24,50560.48
Cred,01-04-2024 00:00,0,0,0,0,138.46,43233.21,138.46,43233.21
Cred,01-05-2024 00:00,0,0,0,0,140.08,47547.15,140.08,47547.15
Cred,01-06-2024 00:00,0,0,0,0,138.42,45720.01,138.42,45720.01
Cred,01-07-2024 00:00,0,0,0,0,142.56,48998.89,142.56,48998.89
Cred,01-08-2024 00:00,0,0,0,0,147.48,50720.89,147.48,50720.89
Cred,01-09-2024 00:00,0,0,0,0,140,47982.71,140,47982.71
Cred,01-10-2024 00:00,0,0,0,0,152.28,55202.12,152.28,55202.12
Cred,01-11-2024 00:00,0,0,0,0,138.24,50560.48,138.24,50560.48
DBS Bank Apps,01-01-2022 00:00,0,0,0,0,0.51,186.79,0.51,186.79
DBS Bank Apps,01-02-2022 00:00,0,0,0,0,0.46,173.63,0.46,173.63
DBS Bank Apps,01-03-2022 00:00,0,0,0,0,0.49,185.52,0.49,185.52
DBS Bank Apps,01-04-2022 00:00,0,0,0,0,0.47,175.45,0.47,175.45
DBS Bank Apps,01-05-2022 00:00,0,0,0,0,0.47,186.33,0.47,186.33
DBS Bank Apps,01-06-2022 00:00,0,0,0,0,0.46,171.69,0.46,171.69
DBS Bank Apps,01-07-2022 00:00,0,0,0,0,0.47,179.27,0.47,179.27
DBS Bank Apps,01-08-2022 00:00,0,0,0,0,0.48,178.76,0.48,178.76
DBS Bank Apps,01-09-2022 00:00,0,0,0,0,0.43,176.91,0.43,176.91
DBS Bank Apps,01-10-2022 00:00,0,0,0,0,0.43,179.26,0.43,179.26
DBS Bank Apps,01-11-2022 00:00,0,0,0,0,0.41,169.55,0.4,169.55
DBS Bank Apps,01-12-2022 00:00,0,0,0,0,0.41,171.59,0.41,171.59
DBS Bank Apps,01-01-2023 00:00,0,0,0,0,0.41,174.02,0.41,174.02
DBS Bank Apps,01-02-2023 00:00,0,0,0,0,0.39,161.51,0.39,161.51
DBS Bank Apps,01-03-2023 00:00,0,0,0,0,0.41,177.88,0.41,177.88
DBS Bank Apps,01-04-2023 00:00,0,0,0,0,0.41,173.13,0.41,173.13
DBS Bank Apps,01-05-2023 00:00,0,0,0,0,0.42,174.75,0.42,174.75
DBS Bank Apps,01-06-2023 00:00,0,0,0,0,0.41,166.9,0.4,166.9
DBS Bank Apps,01-07-2023 00:00,0,0.37,0,0,0.44,179.72,0.44,179.34
DBS Bank Apps,01-08-2023 00:00,0,0.18,0,0,0.46,174.06,0.46,173.89
DBS Bank Apps,01-09-2023 00:00,0,0.53,0,0,0.45,179.42,0.45,178.89
DBS Bank Apps,01-10-2023 00:00,0,0.56,0,0,0.51,197.7,0.5,197.14
DBS Bank Apps,01-11-2023 00:00,0,0.61,0,0,0.52,196.87,0.52,196.26
DBS Bank Apps,01-12-2023 00:00,0,1.47,0,0,0.79,246.94,0.78,245.47
DBS Bank Apps,01-01-2024 00:00,0,1.8,0,0,0.7,254.66,0.7,252.85
DBS Bank Apps,01-02-2024 00:00,0,0.14,0,0,0.54,202.06,0.54,201.91
DBS Bank Apps,01-03-2024 00:00,0,1.14,0,0,0.57,191.73,0.57,190.59
DBS Bank Apps,01-04-2024 00:00,0,0.38,0,0,0.47,182.89,0.46,182.52
DBS Bank Apps,01-05-2024 00:00,0,0.49,0,0,0.48,193.09,0.48,192.6
DBS Bank Apps,01-06-2024 00:00,0,0.49,0,0,0.5,198.68,0.49,198.19
DBS Bank Apps,01-07-2024 00:00,0,0.61,0,0,0.53,206.03,0.52,205.42
DBS Bank Apps,01-08-2024 00:00,0,0.58,0,0,0.52,199.46,0.52,198.88
DBS Bank Apps,01-09-2024 00:00,0,0.66,0,0,0.52,200.42,0.52,199.76
DBS Bank Apps,01-10-2024 00:00,0,0.86,0,0,0.61,214.82,0.61,213.96
DBS Bank Apps,01-11-2024 00:00,0,1.14,0,0,0.57,191.73,0.57,190.59
Dena Bank App,01-01-2022 00:00,0,0,0,0,0.02,26.5,0.02,26.5
Dena Bank App,01-02-2022 00:00,0,0,0,0,0.02,23.93,0.02,23.93
Dena Bank App,01-03-2022 00:00,0,0,0,0,0.02,29.32,0.02,29.32
Deutsche Bank App,01-01-2022 00:00,0,0.13,0,0,0.92,62.08,0.92,61.95
Deutsche Bank App,01-02-2022 00:00,0,0,0,0,0.87,70.43,0.87,70.43
Deutsche Bank App,01-03-2022 00:00,0,1.36,0,0,1.02,93.02,1.02,91.66
Deutsche Bank App,01-04-2022 00:00,0,0.3,0,0,1.51,128.43,1.51,128.13
Deutsche Bank App,01-05-2022 00:00,0,0,0,0,1.64,116.55,1.64,116.54
Deutsche Bank App,01-06-2022 00:00,0,0,0,0,1.51,99.12,1.51,99.12
Deutsche Bank App,01-07-2022 00:00,0,0.01,0,0,1.87,116.01,1.87,116
Deutsche Bank App,01-08-2022 00:00,0,0.01,0,0,1.98,119.21,1.98,119.21
Deutsche Bank App,01-09-2022 00:00,0,0.01,0,0,1.58,98.43,1.58,98.43
Deutsche Bank App,01-10-2022 00:00,0,0.01,0,0,1.26,111.93,1.25,111.93
Deutsche Bank App,01-11-2022 00:00,0,0.01,0,0,1.3,104.21,1.3,104.2
Deutsche Bank App,01-12-2022 00:00,0,0.01,0,0,1.28,104.49,1.28,104.47
Deutsche Bank App,01-01-2023 00:00,0.02,18.58,0,0,1.31,150.29,1.3,131.72
Deutsche Bank App,01-02-2023 00:00,0.01,5.9,0,0,1.32,118.35,1.31,112.45
Deutsche Bank App,01-03-2023 00:00,0.02,19.27,0,0,1.73,187.11,1.72,167.84
Deutsche Bank App,01-04-2023 00:00,0,0.86,0,0,1.65,143.66,1.65,142.8
Deutsche Bank App,01-05-2023 00:00,0,0,0,0,1.89,174.27,1.89,174.25
Deutsche Bank App,01-06-2023 00:00,0,0,0,0,1.81,125.6,1.8,125.6
Deutsche Bank App,01-07-2023 00:00,0,0.02,0,0,1.83,175.52,1.83,175.5
Deutsche Bank App,01-08-2023 00:00,0,0.01,0,0,2.08,359.86,2.08,359.84
Deutsche Bank App,01-09-2023 00:00,0,0.02,0,0,1.93,315.29,1.93,315.27
Deutsche Bank App,01-10-2023 00:00,0,0.02,0,0,2.37,350.47,2.37,350.45
Deutsche Bank App,01-11-2023 00:00,0,0.02,0,0,3.26,268.85,3.26,268.83
Deutsche Bank App,01-12-2023 00:00,0,0.03,0,0,3.71,223.36,3.71,223.34
Deutsche Bank App,01-01-2024 00:00,0,0.03,0,0,3.89,294.63,3.89,294.6
Deutsche Bank App,01-02-2024 00:00,0,0.03,0,0,3.43,377.62,3.42,377.59
Deutsche Bank App,01-03-2024 00:00,0,0.07,0,0,2.68,401.03,2.68,400.97
Deutsche Bank App,01-04-2024 00:00,0,0.02,0,0,3.28,441.58,3.28,441.56
Deutsche Bank App,01-05-2024 00:00,0,0.03,0,0,2.34,369.42,2.34,369.39
Deutsche Bank App,01-06-2024 00:00,0,0.03,0,0,2.25,334.12,2.25,334.1
Deutsche Bank App,01-07-2024 00:00,0,0.06,0,0,2.44,344.53,2.43,344.47
Deutsche Bank App,01-08-2024 00:00,0,0.07,0,0,3.73,369.45,3.73,369.37
Deutsche Bank App,01-09-2024 00:00,0,0.06,0,0,3.05,348.9,3.05,348.84
Deutsche Bank App,01-10-2024 00:00,0,0.06,0,0,2.58,395.32,2.58,395.26
Deutsche Bank App,01-11-2024 00:00,0,0.07,0,0,2.68,401.03,2.68,400.97
Dhani,01-04-2023 00:00,0,0,0,0,0.08,9.21,0.08,9.21
Dhani,01-05-2023 00:00,0,0,0,0,0.04,7.55,0.04,7.55
Dhani,01-06-2023 00:00,0,0,0,0,0.03,7,0,7
Dhani,01-07-2023 00:00,0,0,0,0,0.03,7.81,0.03,7.81
Dhani,01-08-2023 00:00,0,0,0,0,0.03,4.2,0.03,4.2
Dhani,01-09-2023 00:00,0,0,0,0,0.02,2.58,0.02,2.58
Dhani,01-10-2023 00:00,0,0,0,0,0.02,1.49,0.02,1.49
Dhani,01-12-2023 00:00,0,0,0,0,0.03,2.01,0.03,2.01
Dhani,01-01-2024 00:00,0,0,0,0,0.04,2.71,0.04,2.71
Dhani,01-02-2024 00:00,0,0,0,0,0.05,3.38,0.05,3.38
Dhani,01-03-2024 00:00,0,0,0,0,0.13,13.25,0.13,13.25
Dhani,01-04-2024 00:00,0,0,0,0,0.13,7.44,0.13,7.44
Dhani,01-05-2024 00:00,0,0,0,0,0.11,13.12,0.11,13.12
Dhani,01-06-2024 00:00,0,0,0,0,0.11,13.84,0.11,13.84
Dhani,01-07-2024 00:00,0,0,0,0,0.11,15.91,0.11,15.91
Dhani,01-08-2024 00:00,0,0,0,0,0.12,15.89,0.12,15.89
Dhani,01-09-2024 00:00,0,0,0,0,0.13,15.76,0.13,15.76
Dhani,01-10-2024 00:00,0,0,0,0,0.13,14.62,0.13,14.62
Dhani,01-11-2024 00:00,0,0,0,0,0.13,13.25,0.13,13.25
Dhanlaxmi Bank App,01-01-2022 00:00,0,0,0,0,0.01,2.95,0.01,2.95
Dhanlaxmi Bank App,01-02-2022 00:00,0,0,0,0,0.01,2.83,0.01,2.83
Dhanlaxmi Bank App,01-03-2022 00:00,0,0,0,0,0.01,3.29,0.01,3.29
Dhanlaxmi Bank App,01-04-2022 00:00,0,0,0,0,0.01,3.02,0.01,3.02
Dhanlaxmi Bank App,01-05-2022 00:00,0,0,0,0,0.01,3.35,0.01,3.35
Dhanlaxmi Bank App,01-06-2022 00:00,0,0,0,0,0.01,2.7,0.01,2.7
Dhanlaxmi Bank App,01-07-2022 00:00,0,0,0,0,0.01,2.86,0.01,2.86
Dhanlaxmi Bank App,01-08-2022 00:00,0,0,0,0,0.01,3.1,0.01,3.1
Dhanlaxmi Bank App,01-09-2022 00:00,0,0,0,0,0.01,2.87,0.01,2.87
Dhanlaxmi Bank App,01-10-2022 00:00,0,0,0,0,0.01,3.21,0.01,3.21
Dhanlaxmi Bank App,01-11-2022 00:00,0,0,0,0,0.01,2.75,0.01,2.75
Dhanlaxmi Bank App,01-12-2022 00:00,0,0,0,0,0.01,3.16,0.01,3.16
Dhanlaxmi Bank App,01-01-2023 00:00,0,0,0,0,0.01,2.76,0.01,2.76
Dhanlaxmi Bank App,01-02-2023 00:00,0,0,0,0,0.01,2.67,0.01,2.67
Dhanlaxmi Bank App,01-03-2023 00:00,0,0,0,0,0.01,3.21,0.01,3.21
Dhanlaxmi Bank App,01-04-2023 00:00,0,0,0,0,0.01,2.8,0.01,2.8
Dhanlaxmi Bank App,01-05-2023 00:00,0,0,0,0,0.01,2.93,0.01,2.93
Dhanlaxmi Bank App,01-06-2023 00:00,0,0,0,0,0.01,3.2,0,3.2
Dhanlaxmi Bank App,01-07-2023 00:00,0,0,0,0,0.01,2.87,0.01,2.87
Dhanlaxmi Bank App,01-08-2023 00:00,0,0,0,0,0.01,3.02,0.01,3.02
Dhanlaxmi Bank App,01-09-2023 00:00,0,0,0,0,0.01,3.46,0.01,3.46
Digikhata,01-08-2023 00:00,0,0,0,0,0.01,3.81,0.01,3.81
Digikhata,01-09-2023 00:00,0,0,0,0,0.03,10.8,0.03,10.8
Digikhata,01-10-2023 00:00,0,0,0,0,0.04,15.33,0.04,15.33
Digikhata,01-11-2023 00:00,0,0,0,0,0.05,20.12,0.05,20.12
Digikhata,01-12-2023 00:00,0,0,0,0,0.07,25.8,0.07,25.8
Digikhata,01-01-2024 00:00,0,0,0,0,0.08,30.34,0.08,30.34
Digikhata,01-02-2024 00:00,0,0,0,0,0.1,35.77,0.1,35.77
Digikhata,01-03-2024 00:00,0,0,0,0,0.46,156.43,0.46,156.43
Digikhata,01-04-2024 00:00,0,0,0,0,0.15,51.08,0.15,51.08
Digikhata,01-05-2024 00:00,0,0,0,0,0.16,52.29,0.16,52.29
Digikhata,01-06-2024 00:00,0,0,0,0,0.19,63.31,0.19,63.31
Digikhata,01-07-2024 00:00,0,0,0,0,0.26,83.11,0.26,83.11
Digikhata,01-08-2024 00:00,0,0,0,0,0.33,110.14,0.33,110.14
Digikhata,01-09-2024 00:00,0,0,0,0,0.38,122.41,0.38,122.41
Digikhata,01-10-2024 00:00,0,0,0,0,0.46,166.18,0.46,166.18
Digikhata,01-11-2024 00:00,0,0,0,0,0.46,156.43,0.46,156.43
Equitas Small Apps,01-06-2022 00:00,0,0,0,0,0.01,3.87,0.01,3.87
Equitas Small Apps,01-07-2022 00:00,0,0,0,0,0.01,4.89,0.01,4.89
Equitas Small Apps,01-08-2022 00:00,0,0,0,0,0.01,4.94,0.01,4.94
Equitas Small Apps,01-09-2022 00:00,0,0,0,0,0.02,8.76,0.02,8.76
Equitas Small Apps,01-10-2022 00:00,0,0,0,0,0.02,8.28,0.02,8.28
Equitas Small Apps,01-11-2022 00:00,0,0,0,0,0.02,9.82,0.02,9.82
Equitas Small Apps,01-12-2022 00:00,0,0,0,0,0.02,11.69,0.02,11.69
Equitas Small Apps,01-01-2023 00:00,0,0,0,0,0.02,13.02,0.02,13.02
Equitas Small Apps,01-02-2023 00:00,0,0,0,0,0.02,11.41,0.02,11.41
Equitas Small Apps,01-03-2023 00:00,0,0,0,0,0.02,13.57,0.02,13.57
Equitas Small Apps,01-04-2023 00:00,0,0,0,0,0.02,13.86,0.02,13.86
Equitas Small Apps,01-05-2023 00:00,0,0,0,0,0.03,16.31,0.03,16.31
Equitas Small Apps,01-06-2023 00:00,0,0,0,0,0.03,17.3,0,17.3
Equitas Small Apps,01-07-2023 00:00,0,0,0,0,0.03,18.9,0.03,18.9
Equitas Small Apps,01-08-2023 00:00,0,0,0,0,0.03,19.23,0.03,19.23
Equitas Small Apps,01-09-2023 00:00,0,0,0,0,0.03,19.39,0.03,19.39
Equitas Small Apps,01-10-2023 00:00,0,0,0,0,0.03,21.65,0.03,21.65
Equitas Small Apps,01-11-2023 00:00,0,0,0,0,0.03,19.96,0.03,19.96
Equitas Small Apps,01-12-2023 00:00,0,0,0,0,0.03,21.86,0.03,21.86
Equitas Small Apps,01-01-2024 00:00,0,0,0,0,0.03,23.19,0.03,23.19
Equitas Small Apps,01-02-2024 00:00,0,0,0,0,0.04,24.46,0.04,24.46
