Application_Name,Date,Volume_B2B_Miilon,Value_B2B_Cr,Volume_B2C_Million,Value_B2C_Cr,Volume_Milllion,Value_Cr,Volume_Customer_Million,Value_Customer_Cr
HSBC Bank App,01-05-2023 00:00,0,0,0,0,0.14,87.5,0.14,87.42
HSBC Bank App,01-06-2023 00:00,0,0,0,0.1,0.15,89.2,0.2,89.1
HSBC Bank App,01-07-2023 00:00,0,0,0,0.08,0.16,96.52,0.16,96.44
HSBC Bank App,01-08-2023 00:00,0,0,0,0.1,0.17,98.19,0.17,98.09
HSBC Bank App,01-09-2023 00:00,0,0,0,0.12,0.16,101.2,0.16,101.08
HSBC Bank App,01-10-2023 00:00,0,0,0,0.08,0.18,106.07,0.18,105.98
HSBC Bank App,01-11-2023 00:00,0,0,0,0.1,0.18,110.56,0.18,110.45
HSBC Bank App,01-12-2023 00:00,0,0,0,0.08,0.2,123.7,0.2,123.63
HSBC Bank App,01-01-2024 00:00,0,0,0,0.03,0.2,118,0.2,117.97
HSBC Bank App,01-02-2024 00:00,0,0,0,0.06,0.21,116.52,0.21,116.46
HSBC Bank App,01-03-2024 00:00,0,0.09,0,0.1,0.68,176.45,0.68,176.26
HSBC Bank App,01-04-2024 00:00,0,0,0,0.05,0.32,126.59,0.32,126.55
HSBC Bank App,01-05-2024 00:00,0,0,0,0.05,0.37,144.11,0.37,144.05
HSBC Bank App,01-06-2024 00:00,0,0,0,0.05,0.4,148.09,0.4,148.04
HSBC Bank App,01-07-2024 00:00,0,0,0,0.05,0.44,152.15,0.44,152.09
HSBC Bank App,01-08-2024 00:00,0,0,0,0.09,0.49,168.59,0.49,168.5
HSBC Bank App,01-09-2024 00:00,0,0.09,0,0.1,0.51,153.54,0.5,153.35
HSBC Bank App,01-10-2024 00:00,0,0.01,0,0.12,0.68,179.35,0.68,179.22
HSBC Bank App,01-11-2024 00:00,0,0.09,0,0.1,0.68,176.45,0.68,176.26
ICICI Bank Apps,01-01-2022 00:00,0,0,3.57,215.87,33.43,8707.05,29.87,8491.18
ICICI Bank Apps,01-02-2022 00:00,0,0,3.27,190.34,30.66,8727.44,27.39,8537.11
ICICI Bank Apps,01-03-2022 00:00,0,0,3.65,234.61,35.13,10538.69,31.49,10304.08
ICICI Bank Apps,01-04-2022 00:00,0,0,4.83,269.45,37.65,9356.17,32.82,9086.72
ICICI Bank Apps,01-05-2022 00:00,2.82,1714.32,2.01,120.93,37.59,11056.9,32.75,9221.65
ICICI Bank Apps,01-06-2022 00:00,0.01,0.03,4.11,3270.67,39.37,10202.14,35.25,6931.44
ICICI Bank Apps,01-07-2022 00:00,4.36,3731.87,0.46,32.24,37.34,11509.29,32.53,7745.19
ICICI Bank Apps,01-08-2022 00:00,3.68,1983.75,4.96,406.52,45.59,10725.25,36.96,8334.98
ICICI Bank Apps,01-09-2022 00:00,3.45,3172.47,4.84,366.84,34.84,10401.81,26.54,6862.5
ICICI Bank Apps,01-10-2022 00:00,5.34,6074.12,5.04,381.41,41.61,14529.52,31.22,8073.99
ICICI Bank Apps,01-11-2022 00:00,6.36,6587.24,4.32,334.5,44.07,14750.8,33.4,7829.07
ICICI Bank Apps,01-12-2022 00:00,6.38,6890.51,5.17,418.68,48.29,16125.15,36.74,8815.95
ICICI Bank Apps,01-01-2023 00:00,6.9,7761.41,5.27,376.42,45.14,17088.16,32.96,8950.32
ICICI Bank Apps,01-02-2023 00:00,5.84,6386.36,5.68,390.6,40.52,14831.4,28.99,8054.44
ICICI Bank Apps,01-03-2023 00:00,7.26,8502.71,4.87,348.16,41.59,17624.14,29.46,8773.27
ICICI Bank Apps,01-04-2023 00:00,5.95,7439.02,5.34,323.96,41.98,16704.57,30.69,8941.59
ICICI Bank Apps,01-05-2023 00:00,5.09,6755,5.23,380,43.92,17101.09,33.59,9965.41
ICICI Bank Apps,01-06-2023 00:00,5.7,7306.5,4.8,338,37.63,16243.7,27.1,8599.3
ICICI Bank Apps,01-07-2023 00:00,7.31,9379.69,4.14,312.8,35.92,17770.37,24.47,8077.88
ICICI Bank Apps,01-08-2023 00:00,8.42,10943.9,4.29,333.25,38.57,20999.12,25.85,9721.96
ICICI Bank Apps,01-09-2023 00:00,7.58,9818.34,4.05,359.88,37.52,20052.91,25.9,9874.7
ICICI Bank Apps,01-10-2023 00:00,6.52,9607.29,4.82,437.19,38.88,21317.78,27.54,11273.3
ICICI Bank Apps,01-11-2023 00:00,8.55,12088.53,4.79,456.4,40.75,23679.82,27.41,11134.92
ICICI Bank Apps,01-12-2023 00:00,6.9,9182.39,4.46,534.86,40.09,20884.56,28.73,11167.31
ICICI Bank Apps,01-01-2024 00:00,7.01,10593.84,4.68,527.09,40.62,24115.98,28.93,12995.05
ICICI Bank Apps,01-02-2024 00:00,5.69,8779.07,4.27,416.25,38.92,19687.47,28.95,10492.15
ICICI Bank Apps,01-03-2024 00:00,2.57,2951.05,0.01,8.18,53.71,21498.14,51.13,18538.92
ICICI Bank Apps,01-04-2024 00:00,8.45,11945.21,3.57,336.49,47.41,26638.88,35.39,14357.18
ICICI Bank Apps,01-05-2024 00:00,9.37,12661.97,4.22,449.37,52.1,28444.03,38.5,15332.69
ICICI Bank Apps,01-06-2024 00:00,9.2,12841.44,4.2,462.22,51.65,29996.18,38.25,16692.52
ICICI Bank Apps,01-07-2024 00:00,7.32,10240.43,3.46,405.17,52.91,28529.39,42.13,17883.79
ICICI Bank Apps,01-08-2024 00:00,2.72,3182.57,0.01,6.62,51.31,21309.33,48.59,18120.13
ICICI Bank Apps,01-09-2024 00:00,2.74,3203.84,0.01,7.85,53.59,21076.12,50.84,17864.44
ICICI Bank Apps,01-10-2024 00:00,2.76,3171.01,0.01,10,57.54,23686.95,54.77,20505.95
ICICI Bank Apps,01-11-2024 00:00,2.57,2951.05,0.01,8.18,53.71,21498.14,51.13,18538.92
IDBI Bank App,01-01-2022 00:00,0,0,0,0,0.02,12.54,0.02,12.54
IDBI Bank App,01-02-2022 00:00,0,0,0,0,0.02,14.6,0.02,14.6
IDBI Bank App,01-03-2022 00:00,0,0,0,0,0.03,16.25,0.03,16.25
IDBI Bank App,01-04-2022 00:00,0,0,0,0,0.03,16.78,0.03,16.78
IDBI Bank App,01-05-2022 00:00,0,0,0,0,0.03,18.48,0.03,18.48
IDBI Bank App,01-06-2022 00:00,0,0,0,0,0.03,15.71,0.03,15.71
IDBI Bank App,01-07-2022 00:00,0,0,0,0,0.03,16.42,0.03,16.42
IDBI Bank App,01-08-2022 00:00,0,0,0,0,0.04,20.31,0.04,20.31
IDBI Bank App,01-09-2022 00:00,0,0,0,0,0.05,24.18,0.05,24.18
IDBI Bank App,01-10-2022 00:00,0,0,0,0,0.06,25.92,0.06,25.92
IDBI Bank App,01-11-2022 00:00,0,0,0,0,0.06,24.78,0.06,24.78
IDBI Bank App,01-12-2022 00:00,0,0,0,0,0.07,29.5,0.07,29.5
IDBI Bank App,01-01-2023 00:00,0,0,0,0,0.07,30.81,0.07,30.81
IDBI Bank App,01-02-2023 00:00,0,0,0,0,0.07,29.25,0.07,29.25
IDBI Bank App,01-03-2023 00:00,0,0,0,0,0.07,32.38,0.07,32.38
IDBI Bank App,01-04-2023 00:00,0,0,0,0,0.07,32.02,0.07,32.02
IDBI Bank App,01-05-2023 00:00,0,0,0,0,0.08,34.64,0.08,34.64
IDBI Bank App,01-06-2023 00:00,0,0,0,0,0.08,34.1,0.1,34.1
IDBI Bank App,01-07-2023 00:00,0,0,0,0,0.07,37.4,0.07,37.4
IDBI Bank App,01-08-2023 00:00,0,0,0,0,0.06,31.69,0.06,31.69
IDBI Bank App,01-09-2023 00:00,0,0,0,0,0.06,32.31,0.06,32.31
IDBI Bank App,01-10-2023 00:00,0,0,0,0,0.07,36.89,0.07,36.89
IDBI Bank App,01-11-2023 00:00,0,0,0,0,0.07,35.22,0.07,35.22
IDBI Bank App,01-12-2023 00:00,0,0,0,0,0.07,38.61,0.07,38.61
IDBI Bank App,01-01-2024 00:00,0,0,0,0,0.08,42.31,0.08,42.31
IDBI Bank App,01-02-2024 00:00,0,0,0,0,0.06,32.49,0.06,32.49
IDBI Bank App,01-03-2024 00:00,0,0,0,0,0.08,30.01,0.08,30.01
IDBI Bank App,01-04-2024 00:00,0,0,0,0,0.06,20.15,0.06,20.15
IDBI Bank App,01-05-2024 00:00,0,0,0,0,0.07,27.32,0.07,27.32
IDBI Bank App,01-06-2024 00:00,0,0,0,0,0.07,27.06,0.07,27.06
IDBI Bank App,01-07-2024 00:00,0,0,0,0,0.08,32.92,0.08,32.92
IDBI Bank App,01-08-2024 00:00,0,0,0,0,0.09,33.76,0.09,33.76
IDBI Bank App,01-09-2024 00:00,0,0,0,0,0.09,34.69,0.09,34.69
IDBI Bank App,01-10-2024 00:00,0,0,0,0,0.08,29.72,0.08,29.72
IDBI Bank App,01-11-2024 00:00,0,0,0,0,0.08,30.01,0.08,30.01
IDFC First Bank Apps,01-01-2022 00:00,0,0,0,0,1.22,316.37,1.22,316.37
IDFC First Bank Apps,01-02-2022 00:00,0,0,0,0,1.21,321.93,1.21,321.93
IDFC First Bank Apps,01-03-2022 00:00,0,0,0,0,2.7,534.56,2.7,534.56
IDFC First Bank Apps,01-04-2022 00:00,0,0,0,0,2.49,532.69,2.49,532.69
IDFC First Bank Apps,01-05-2022 00:00,0,0,0,0,4.75,626.34,4.75,626.34
IDFC First Bank Apps,01-06-2022 00:00,0,0,0,0,7.03,663.65,7.03,663.65
IDFC First Bank Apps,01-07-2022 00:00,0,0,0,0,8.28,645.34,8.28,645.34
IDFC First Bank Apps,01-08-2022 00:00,0,0,0,0,10.19,762.41,10.19,762.41
IDFC First Bank Apps,01-09-2022 00:00,0,0.01,0,0,11.53,824.52,11.53,824.51
IDFC First Bank Apps,01-10-2022 00:00,0,0,0,0,9.98,888.45,9.98,888.44
IDFC First Bank Apps,01-11-2022 00:00,0.01,8.16,0,0,10.47,903.37,10.46,895.21
IDFC First Bank Apps,01-12-2022 00:00,0.16,138.38,0,0,9.7,1322.98,9.55,1184.6
IDFC First Bank Apps,01-01-2023 00:00,0.66,586.58,0,0,11.47,2222.2,10.82,1635.62
IDFC First Bank Apps,01-02-2023 00:00,0.98,868.14,0,0,22.28,3044.21,21.31,2176.07
IDFC First Bank Apps,01-03-2023 00:00,0.67,640.96,0,0,14.02,3306.18,13.36,2665.21
IDFC First Bank Apps,01-04-2023 00:00,0.71,591.19,0,0,12.66,2865.32,11.96,2274.12
IDFC First Bank Apps,01-05-2023 00:00,0.04,7,0,0,8.56,1696.01,8.52,1688.6
IDFC First Bank Apps,01-06-2023 00:00,0,12.2,0,0,6.31,1540.3,6.3,1528.1
IDFC First Bank Apps,01-07-2023 00:00,0,0,0,0,4.17,1121.41,4.17,1121.41
IDFC First Bank Apps,01-08-2023 00:00,0,0,0,0,4.36,1107.81,4.36,1107.81
IDFC First Bank Apps,01-09-2023 00:00,0,0,0,0,4.42,1109.67,4.42,1109.67
IDFC First Bank Apps,01-10-2023 00:00,0,0.01,0,0,5.26,1312.46,5.26,1312.45
IDFC First Bank Apps,01-11-2023 00:00,0,0,0,0,4.96,1306.91,4.96,1306.91
IDFC First Bank Apps,01-12-2023 00:00,0,0,0,0,5.24,1306.5,5.24,1306.5
IDFC First Bank Apps,01-01-2024 00:00,0,0,0,0,5.47,1448.5,5.47,1448.5
IDFC First Bank Apps,01-02-2024 00:00,0,0,0,0,5.54,1440.44,5.54,1440.44
IDFC First Bank Apps,01-03-2024 00:00,0.01,1,0,0,8.6,1932.32,8.59,1931.32
IDFC First Bank Apps,01-04-2024 00:00,0,0,0,0,6.45,1581.78,6.45,1581.78
IDFC First Bank Apps,01-05-2024 00:00,0,0,0,0,6.99,1690.27,6.99,1690.27
IDFC First Bank Apps,01-06-2024 00:00,0,0,0,0,7.33,1654.91,7.33,1654.91
IDFC First Bank Apps,01-07-2024 00:00,0,0,0,0,7.63,1725.98,7.63,1725.98
IDFC First Bank Apps,01-08-2024 00:00,0,0,0,0,8.01,1768.92,8.01,1768.92
IDFC First Bank Apps,01-09-2024 00:00,0,0,0,0,8.33,1838.99,8.33,1838.99
IDFC First Bank Apps,01-10-2024 00:00,0,0.39,0,0,9.33,2162.85,9.32,2162.46
IDFC First Bank Apps,01-11-2024 00:00,0.01,1,0,0,8.6,1932.32,8.59,1931.32
India Post Payments Bank App,01-01-2022 00:00,0,0,0,0,2.65,309.42,2.65,309.42
India Post Payments Bank App,01-02-2022 00:00,0,0,0,0,2.21,268.9,2.21,268.9
India Post Payments Bank App,01-03-2022 00:00,0,0,0,0,2.95,321.14,2.95,321.14
India Post Payments Bank App,01-04-2022 00:00,0,0,0,0,2.8,328.53,2.8,328.53
India Post Payments Bank App,01-05-2022 00:00,0,0,0,0,3.1,351.88,3.1,351.88
India Post Payments Bank App,01-06-2022 00:00,0,0,0,0,3.98,467.34,3.98,467.34
India Post Payments Bank App,01-07-2022 00:00,0,0,0,0,4.08,480.59,4.08,480.59
India Post Payments Bank App,01-08-2022 00:00,0,0,0,0,4.3,504.41,4.3,504.41
India Post Payments Bank App,01-09-2022 00:00,0,0,0,0,5.22,572.75,5.22,572.75
India Post Payments Bank App,01-10-2022 00:00,0,0,0,0,4.7,630.43,4.7,630.43
India Post Payments Bank App,01-11-2022 00:00,0,0,0,0,4.66,589.14,4.66,589.14
India Post Payments Bank App,01-12-2022 00:00,0,0,0,0,5.55,682.59,5.55,682.59
India Post Payments Bank App,01-01-2023 00:00,0,0,0,0,5.43,707.37,5.43,707.37
India Post Payments Bank App,01-02-2023 00:00,0,0,0,0,4.05,609.49,4.05,609.49
India Post Payments Bank App,01-03-2023 00:00,0,0,0,0,4.44,667.69,4.44,667.69
India Post Payments Bank App,01-04-2023 00:00,0,0,0,0,5.24,746.48,5.24,746.48
India Post Payments Bank App,01-05-2023 00:00,0,0,0,0,5.04,775.77,5.04,775.77
India Post Payments Bank App,01-06-2023 00:00,0,0,0,0,4.83,742.5,4.8,742.5
India Post Payments Bank App,01-07-2023 00:00,0,0,0,0,5.43,587.75,5.43,587.75
India Post Payments Bank App,01-08-2023 00:00,0,0,0,0,5.56,498.37,5.56,498.37
India Post Payments Bank App,01-09-2023 00:00,0,0,0,0,5.28,447.37,5.28,447.37
India Post Payments Bank App,01-10-2023 00:00,0,0,0,0,5.54,464.95,5.54,464.95
India Post Payments Bank App,01-11-2023 00:00,0,0,0,0,5.27,532.66,5.27,532.66
India Post Payments Bank App,01-12-2023 00:00,0,0,0,0,4.87,454.5,4.87,454.5
India Post Payments Bank App,01-01-2024 00:00,0,0,0,0,4.69,461.95,4.69,461.95
India Post Payments Bank App,01-02-2024 00:00,0,0,0,0,5.38,608.29,5.38,608.29
India Post Payments Bank App,01-03-2024 00:00,0,0,0,0,8.91,1131.95,8.91,1131.95
India Post Payments Bank App,01-04-2024 00:00,0,0,0,0,5.08,687.52,5.08,687.52
India Post Payments Bank App,01-05-2024 00:00,0,0,0,0,5.67,703.81,5.67,703.81
India Post Payments Bank App,01-06-2024 00:00,0,0,0,0,6.01,732.1,6.01,732.1
India Post Payments Bank App,01-07-2024 00:00,0,0,0,0,6.43,826.31,6.43,826.31
India Post Payments Bank App,01-08-2024 00:00,0,0,0,0,7.04,906,7.04,906
India Post Payments Bank App,01-09-2024 00:00,0,0,0,0,6.96,908.78,6.96,908.78
India Post Payments Bank App,01-10-2024 00:00,0,0,0,0,10.11,1507.56,10.11,1507.56
India Post Payments Bank App,01-11-2024 00:00,0,0,0,0,8.91,1131.95,8.91,1131.95
Indian Bank App,01-01-2022 00:00,0,0,0,0,0.13,47.42,0.13,47.42
Indian Bank App,01-02-2022 00:00,0,0,0,0,0.11,42.07,0.11,42.07
Indian Bank App,01-03-2022 00:00,0,0,0,0,0.11,42.26,0.11,42.26
Indian Bank App,01-04-2022 00:00,0,0,0,0,0.14,49.9,0.14,49.9
Indian Bank App,01-05-2022 00:00,0,0.02,0,0,0.16,53.13,0.16,53.11
Indian Bank App,01-06-2022 00:00,0,0,0,0.38,0.17,53.68,0.17,53.3
Indian Bank App,01-07-2022 00:00,0.01,13.23,0,0,0.21,71.39,0.2,58.15
Indian Bank App,01-08-2022 00:00,0,0.23,0,0,0.22,63.33,0.22,63.1
Indian Bank App,01-09-2022 00:00,0,1.96,0,0,0.21,65.58,0.21,63.62
Indian Bank App,01-10-2022 00:00,0,0,0,0,0.23,68.97,0.23,68.97
Indian Bank App,01-11-2022 00:00,0,0,0,0,0.23,67.2,0.23,67.2
Indian Bank App,01-12-2022 00:00,0,0,0,0,0.25,73.71,0.25,73.71
Indian Bank App,01-01-2023 00:00,0,0,0,0,0.26,73.38,0.26,73.38
Indian Bank App,01-02-2023 00:00,0,0.13,0,0,0.24,68.57,0.24,68.44
Indian Bank App,01-03-2023 00:00,0,16.56,0,0,0.26,92.41,0.26,75.85
Indian Bank App,01-04-2023 00:00,0,10.71,0,0,0.27,86.37,0.27,75.66
Indian Bank App,01-05-2023 00:00,0,4,0,0,0.28,84.07,0.28,80.31
Indian Bank App,01-06-2023 00:00,0,1.1,0,0,0.28,81.2,0.3,80.2
Indian Bank App,01-07-2023 00:00,0,0.35,0,0,0.31,92.64,0.31,92.29
Indian Bank App,01-08-2023 00:00,0,3.17,0,0,0.33,91.69,0.33,88.52
Indian Bank App,01-09-2023 00:00,0.01,60.16,0,0,0.33,149.32,0.32,89.16
Indian Bank App,01-10-2023 00:00,0,20.56,0,0,0.36,110.93,0.36,90.37
Indian Bank App,01-11-2023 00:00,0,4.1,0,0,0.36,93.94,0.36,89.84
Indian Bank App,01-12-2023 00:00,0,8.79,0,0,0.4,107.06,0.4,98.27
Indian Bank App,01-01-2024 00:00,0,10.91,0,0,1.29,322.39,1.29,311.48
Indian Bank App,01-02-2024 00:00,0.01,47.33,0,0,0.42,160.09,0.42,112.76
Indian Bank App,01-03-2024 00:00,0,0,0,0,2.19,410.19,2.19,410.19
Indian Bank App,01-04-2024 00:00,0,6.71,0,0,1.5,317.4,1.5,310.69
Indian Bank App,01-05-2024 00:00,0,10.05,0,0,1.55,329.58,1.54,319.53
Indian Bank App,01-06-2024 00:00,0,0.18,0,0,1.73,330.47,1.73,330.29
Indian Bank App,01-07-2024 00:00,0,2.45,0,0,1.95,344.83,1.95,342.38
Indian Bank App,01-08-2024 00:00,0,0.28,0,0,2.26,373.75,2.26,373.47
Indian Bank App,01-09-2024 00:00,0,0.05,0,0,2.69,424.89,2.69,424.84
Indian Bank App,01-10-2024 00:00,0,0,0,0,3.11,513.43,3.11,513.43
Indian Bank App,01-11-2024 00:00,0,0,0,0,2.19,410.19,2.19,410.19
Indian Overseas Bank Apps,01-03-2022 00:00,0,0,0,0,0.01,1.62,0.01,1.62
Indian Overseas Bank Apps,01-04-2022 00:00,0,0,0,0,0.01,1.52,0.01,1.52
Indian Overseas Bank Apps,01-05-2022 00:00,0,0,0,0,0.01,2.35,0.01,2.35
Indian Overseas Bank Apps,01-06-2022 00:00,0,0,0,0,0.01,2.98,0.01,2.98
Indian Overseas Bank Apps,01-07-2022 00:00,0,0,0,0,0.01,3.74,0.01,3.74
Indian Overseas Bank Apps,01-08-2022 00:00,0,0,0,0,0.01,4.66,0.01,4.66
Indian Overseas Bank Apps,01-09-2022 00:00,0,0,0,0,0.02,4.79,0.02,4.79
Indian Overseas Bank Apps,01-10-2022 00:00,0,0,0,0,0.01,4.72,0.01,4.72
Indian Overseas Bank Apps,01-11-2022 00:00,0,0,0,0,0.01,2.48,0.01,2.48
Indian Overseas Bank Apps,01-12-2022 00:00,0,0,0,0,0.01,2.9,0.01,2.9
Indian Overseas Bank Apps,01-01-2023 00:00,0,0,0,0,0.01,2.31,0.01,2.31
Indian Overseas Bank Apps,01-02-2023 00:00,0,0,0,0,0.01,2.31,0.01,2.31
Indian Overseas Bank Apps,01-03-2023 00:00,0,0,0,0,0.02,4.47,0.02,4.47
Indian Overseas Bank Apps,01-04-2023 00:00,0,0,0,0,0.03,7.76,0.03,7.76
Indian Overseas Bank Apps,01-05-2023 00:00,0,0,0,0,0.04,10.5,0.04,10.5
Indian Overseas Bank Apps,01-06-2023 00:00,0,0,0,0,0.05,13,0,13
Indian Overseas Bank Apps,01-07-2023 00:00,0,0,0,0,0.07,18.01,0.07,18.01
Indian Overseas Bank Apps,01-08-2023 00:00,0,0,0,0,0.07,19.01,0.07,19.01
Indian Overseas Bank Apps,01-09-2023 00:00,0,0,0,0,0.07,19.12,0.07,19.12
Indian Overseas Bank Apps,01-10-2023 00:00,0,0,0,0,0.09,23.85,0.09,23.85
Indian Overseas Bank Apps,01-11-2023 00:00,0,0,0,0,0.09,24.83,0.09,24.83
Indian Overseas Bank Apps,01-12-2023 00:00,0,0,0,0,0.11,27.85,0.11,27.85
Indian Overseas Bank Apps,01-01-2024 00:00,0,0,0,0,0.11,29.92,0.11,29.92
Indian Overseas Bank Apps,01-02-2024 00:00,0,0,0,0,0.11,29.06,0.11,29.06
Indian Overseas Bank Apps,01-03-2024 00:00,0,0,0,0,0.18,49.21,0.18,49.21
Indian Overseas Bank Apps,01-04-2024 00:00,0,0,0,0,0.11,30.1,0.11,30.1
Indian Overseas Bank Apps,01-05-2024 00:00,0,0,0,0,0.12,34.43,0.12,34.43
Indian Overseas Bank Apps,01-06-2024 00:00,0,0,0,0,0.13,37.62,0.13,37.62
Indian Overseas Bank Apps,01-07-2024 00:00,0,0,0,0,0.15,45.13,0.15,45.13
Indian Overseas Bank Apps,01-08-2024 00:00,0,0,0,0,0.17,46.55,0.17,46.55
Indian Overseas Bank Apps,01-09-2024 00:00,0,0,0,0,0.17,48.02,0.17,48.02
Indian Overseas Bank Apps,01-10-2024 00:00,0,0,0,0,0.2,56.07,0.2,56.07
Indian Overseas Bank Apps,01-11-2024 00:00,0,0,0,0,0.18,49.21,0.18,49.21
INDIE,01-01-2022 00:00,0,0,0,0,0.74,1218.79,0.74,1218.79
INDIE,01-02-2022 00:00,0,0,0,0,0.77,1358.24,0.77,1358.24
INDIE,01-03-2022 00:00,0,0,0,0,1.03,2252.3,1.03,2252.3
INDIE,01-04-2022 00:00,0,0,0,0,1.02,2596.71,1.02,2596.71
INDIE,01-05-2022 00:00,0,0,0,0,1.01,1711.21,1.01,1711.21
INDIE,01-06-2022 00:00,0,0,0,0,1,1645.13,1,1645.13
INDIE,01-07-2022 00:00,0,0,0,0,0.99,1652.26,0.99,1652.26
INDIE,01-08-2022 00:00,0,0,0,0,1.01,1605.56,1.01,1605.56
INDIE,01-09-2022 00:00,0,0,0,0,1.04,1439.51,1.04,1439.51
INDIE,01-10-2022 00:00,0,0,0,0,1.15,1516.68,1.15,1516.68
INDIE,01-11-2022 00:00,0,0,0,0,1.2,1224.13,1.2,1224.13
INDIE,01-12-2022 00:00,0,0,0,0,1.26,1062.4,1.26,1062.4
INDIE,01-01-2023 00:00,0,0,0,0,0.84,962.09,0.84,962.09
INDIE,01-02-2023 00:00,0,0,0,0,0.78,848.43,0.78,848.43
INDIE,01-03-2023 00:00,0,0,0,0,0.93,950.35,0.93,950.35
INDIE,01-04-2023 00:00,0,0,0,0,0.8,877.27,0.8,877.27
INDIE,01-05-2023 00:00,0,0,0,0,0.81,886.1,0.81,886.1
INDIE,01-06-2023 00:00,0,0,0,0,0.79,897.6,0.8,897.6
INDIE,01-07-2023 00:00,0,0,0,0,0.84,723.32,0.84,723.32
INDIE,01-08-2023 00:00,0,0,0,0,0.05,12.6,0.05,12.6
INDIE,01-08-2023 00:00,0,0,0,0,0.85,391.31,0.85,391.31
INDIE,01-09-2023 00:00,0,0,0,0,0.07,16.09,0.07,16.09
INDIE,01-09-2023 00:00,0,0,0,0,0.89,182.26,0.89,182.26
INDIE,01-10-2023 00:00,0,0,0,0,1.07,217.98,1.07,217.98
INDIE,01-11-2023 00:00,0,0,0,0,0.16,30.77,0.16,30.77
INDIE,01-11-2023 00:00,0,0,0,0,0.9,193.07,0.9,193.07
INDIE,01-12-2023 00:00,0,0,0,0,0.2,35.32,0.2,35.32
INDIE,01-12-2023 00:00,0,0,0,0,1.05,203.58,1.05,203.58
INDIE,01-01-2024 00:00,0,0,0,0,0.25,42.84,0.25,42.84
INDIE,01-02-2024 00:00,0,0,0,0,1.46,272.43,1.46,272.43
INDIE,01-03-2024 00:00,0.01,1.49,0,0,0.36,92.32,0.35,90.83
INDIE,01-04-2024 00:00,0,0.26,0,0,1.06,191.9,1.06,191.64
INDIE,01-05-2024 00:00,0,0.58,0,0,0.36,74.41,0.35,73.84
INDIE,01-06-2024 00:00,0.01,1.9,0,0,0.43,117.86,0.42,115.96
INDIE,01-07-2024 00:00,0.01,1.48,0,0,0.38,101.12,0.37,99.64
INDIE,01-08-2024 00:00,0.01,2.23,0,0,0.37,101.49,0.37,99.26
INDIE,01-09-2024 00:00,0.01,2.17,0,0,0.36,90.58,0.35,88.4
INDIE,01-10-2024 00:00,0.01,1.81,0,0,0.36,93.29,0.36,91.48
INDIE,01-11-2024 00:00,0.01,1.49,0,0,0.36,92.32,0.35,90.83
Jammu and Kashmir Bank App,01-01-2022 00:00,0,0,0,0,0.01,2.47,0.01,2.47
Jammu and Kashmir Bank App,01-02-2022 00:00,0,0,0,0,0.01,3.43,0.01,3.43
Jammu and Kashmir Bank App,01-03-2022 00:00,0,0,0,0,0.01,2.15,0.01,2.15
Jammu and Kashmir Bank App,01-05-2023 00:00,0,0,0,0,0.01,2,0.01,2
Jammu and Kashmir Bank App,01-06-2023 00:00,0,0,0,0,0.01,2.4,0,2.4
Jammu and Kashmir Bank App,01-07-2023 00:00,0,0,0,0,0.01,2.29,0.01,2.29
Jammu and Kashmir Bank App,01-08-2023 00:00,0,0,0,0,0.01,2.8,0.01,2.8
Jammu and Kashmir Bank App,01-09-2023 00:00,0,0,0,0,0.01,2.56,0.01,2.56
Jammu and Kashmir Bank App,01-10-2023 00:00,0,0,0,0,0.01,3.39,0.01,3.39
Jammu and Kashmir Bank App,01-03-2024 00:00,0,0,0,0,0.79,135.44,0.79,135.44
Jammu and Kashmir Bank App,01-05-2024 00:00,0,0,0,0,0.43,64.02,0.43,64.02
Jammu and Kashmir Bank App,01-06-2024 00:00,0,0,0,0,0.75,97.58,0.75,97.58
Jammu and Kashmir Bank App,01-07-2024 00:00,0,0,0,0,0.87,111.92,0.87,111.92
Jammu and Kashmir Bank App,01-08-2024 00:00,0,0,0,0,0.93,122.73,0.93,122.73
Jammu and Kashmir Bank App,01-09-2024 00:00,0,0,0,0,0.77,118.94,0.77,118.94
Jammu and Kashmir Bank App,01-10-2024 00:00,0,0,0,0,0.83,144,0.83,144
Jammu and Kashmir Bank App,01-11-2024 00:00,0,0,0,0,0.79,135.44,0.79,135.44
Janta Sahakari Bank App,01-01-2022 00:00,0,0,0,0,0.01,4.46,0.01,4.46
Janta Sahakari Bank App,01-02-2022 00:00,0,0,0,0,0.01,4.33,0.01,4.33
Janta Sahakari Bank App,01-03-2022 00:00,0,0,0,0,0.01,4.51,0.01,4.51
Janta Sahakari Bank App,01-04-2022 00:00,0,0,0,0,0.01,4.28,0.01,4.28
Janta Sahakari Bank App,01-05-2022 00:00,0,0,0,0,0.01,4.79,0.01,4.79
Janta Sahakari Bank App,01-06-2022 00:00,0,0,0,0,0.01,4.47,0.01,4.47
Janta Sahakari Bank App,01-07-2022 00:00,0,0,0,0,0.01,4.15,0.01,4.15
Janta Sahakari Bank App,01-08-2022 00:00,0,0,0,0,0.01,4.56,0.01,4.56
Janta Sahakari Bank App,01-09-2022 00:00,0,0,0,0,0.01,4.42,0.01,4.42
Janta Sahakari Bank App,01-10-2022 00:00,0,0,0,0,0.01,4.8,0.01,4.8
Janta Sahakari Bank App,01-11-2022 00:00,0,0,0,0,0.01,3.99,0.01,3.99
